run_idx,seed,fold,num_folds,best_epoch,best_valid_loss,valid_mae,valid_medae,valid_mape,valid_mse,valid_rmse,valid_r2,test_mae,test_medae,test_mape,test_mse,test_rmse,test_r2,result_dir
0,42,1,10,16,60.80514907836914,61.2957763671875,36.98033905029297,0.284910649061203,10619.1982421875,103.04949413843573,0.8377038240432739,62.52999496459961,43.3123779296875,0.3443758487701416,7401.98974609375,86.03481705736202,0.8384410738945007,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_044633_557_fold01of10_5ed15b93
0,42,2,10,132,44.609764099121094,45.10976028442383,28.145286560058594,0.19125261902809143,4003.76171875,63.27528521271161,0.9145886301994324,58.48676300048828,36.37396240234375,0.248636394739151,8780.33984375,93.7034676185999,0.8621055483818054,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_044712_107_fold02of10_0b023eb2
0,42,3,10,48,42.061100006103516,42.56110763549805,24.000961303710938,0.16682980954647064,3573.4345703125,59.778211501453434,0.9237686991691589,41.7992057800293,31.37542724609375,0.10341644287109375,3150.88037109375,56.132703222753754,0.9070361256599426,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_044733_280_fold03of10_a1dd156e
0,42,4,10,54,50.374271392822266,50.87425994873047,38.536109924316406,0.23738938570022583,4187.95068359375,64.71437771928082,0.9106593728065491,57.54130554199219,50.13336181640625,0.2579613924026489,4989.91162109375,70.63930648791613,0.9167760014533997,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_044758_320_fold04of10_6a54831b
0,42,5,10,68,42.090232849121094,42.58982467651367,23.90230369567871,0.17645442485809326,3627.275146484375,60.22686399344046,0.9226201772689819,51.58937454223633,35.853240966796875,0.17228218913078308,5828.59228515625,76.34521782768223,0.8923181295394897,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_044824_597_fold05of10_43368f3e
0,42,6,10,91,43.48466873168945,43.97904968261719,25.23419189453125,0.17529714107513428,3838.607177734375,61.95649423373126,0.9181118607521057,59.03972625732422,42.433319091796875,0.1541391760110855,6037.60205078125,77.70200802283844,0.908649742603302,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_044856_946_fold06of10_9f55344b
0,42,7,10,78,43.68259048461914,44.182586669921875,23.504241943359375,0.1860113888978958,4052.8662109375,63.662125403865524,0.9135410785675049,58.85237503051758,38.63526153564453,0.11978069692850113,8937.0361328125,94.53589864603023,0.8545663952827454,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_044926_132_fold07of10_01124f38
0,42,8,10,110,44.34746551513672,44.84272384643555,26.365234375,0.1903558373451233,4192.435546875,64.74901965956705,0.9105637073516846,52.96845245361328,34.32096862792969,0.2888718545436859,5353.39404296875,73.1668917131837,0.9017153978347778,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_045003_829_fold08of10_07183ddf
0,42,9,10,31,45.61902618408203,46.11902618408203,34.834556579589844,0.19100040197372437,3750.07470703125,61.23785354689736,0.9200004935264587,66.69840240478516,39.35301971435547,0.2615993916988373,12419.43359375,111.44251250644881,0.7162848114967346,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_045018_448_fold09of10_edde5c62
0,42,10,10,46,44.53836441040039,45.028106689453125,38.47877502441406,0.20561304688453674,3502.6142578125,59.18288821790045,0.9252794981002808,74.8016586303711,54.073402404785156,0.225716695189476,12252.82421875,110.69247589041453,0.8064959049224854,Train/Results/DeepGCNRT/RIKENMONA/Eawag_XBridgeC18_364/20260414_045038_719_fold10of10_cc3386d3
