epoch,lr,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae,train_medae,valid_medae,test_medae,train_mape,valid_mape,test_mape,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_valid_loss
1,0.0009999383162408303,543.0904689691006,433.5340270996094,455.1851501464844,543.5904541015625,434.0339660644531,455.6851501464844,514.7181396484375,444.15350341796875,450.55865478515625,7.544291019439697,5.603703498840332,7.922168254852295,309546.0625,201342.390625,209825.640625,556.3686390335099,448.71192387209857,458.06728831581063,-59.87853240966797,-61.78981399536133,-213.6529083251953,433.5340270996094
2,0.0009997532801828658,433.15205813676886,373.9255065917969,389.479248046875,433.65203857421875,374.425537109375,389.9792175292969,431.162353515625,372.7165222167969,391.04833984375,6.282683372497559,4.7710418701171875,6.783840179443359,201966.15625,142114.0,153191.171875,449.40644883000954,376.9801055758778,391.3964382502733,-38.72075271606445,-43.319087982177734,-155.7154998779297,373.9255065917969
3,0.0009994449374809851,364.1118453588241,291.120361328125,309.2231750488281,364.61181640625,291.6203918457031,309.72320556640625,369.0791931152344,296.45648193359375,318.6448669433594,5.311531066894531,3.7828803062438965,5.206934928894043,140053.65625,89579.7890625,97980.5625,374.2374329887378,299.2988290362994,313.0184699023366,-26.544401168823242,-26.935985565185547,-99.23470306396484,291.120361328125
4,0.0009990133642141358,263.0676875970303,186.89773559570312,196.09161376953125,263.56768798828125,187.3977508544922,196.5916290283203,283.35595703125,179.99163818359375,216.1585693359375,3.9080042839050293,2.3983237743377686,2.928454637527466,76306.765625,41672.92578125,45725.83984375,276.2367926707085,204.1394762931707,213.8360115690292,-14.007278442382812,-11.99594783782959,-45.777809143066406,186.89773559570312
5,0.000998458666866564,162.66077364408054,120.10193634033203,161.20225524902344,163.16078186035156,120.60192108154297,161.70225524902344,153.66104125976562,86.25218200683594,154.69720458984375,2.225029945373535,1.4053839445114136,3.0692970752716064,36308.83203125,21967.640625,36174.80078125,190.54876549390184,148.21484616933623,190.19674229925707,-6.140869617462158,-5.850738525390625,-36.00703811645508,120.10193634033203
6,0.00099778098230154,150.01627115102914,107.7579574584961,140.08346557617188,150.5162811279297,108.2579574584961,140.5834503173828,145.59417724609375,100.47055053710938,122.39209747314453,2.036050796508789,1.3120200634002686,2.546656847000122,32988.18359375,17801.228515625,24132.294921875,181.626494746086,133.4212446187825,155.34572707955311,-5.487797260284424,-4.551418304443359,-23.687482833862305,107.7579574584961
7,0.0009969804777275899,111.32440694173177,104.61311340332031,104.30756378173828,111.82244110107422,105.11311340332031,104.80755615234375,97.18867492675781,81.95065307617188,109.43189239501953,1.5701179504394531,1.2463657855987549,1.5187158584594727,19633.865234375,15684.341796875,16231.2646484375,140.12089506699206,125.23714224172875,127.40198055147141,-2.861398696899414,-3.8912549018859863,-15.604682922363281,104.61311340332031
8,0.000996057350657239,90.4901606241862,91.64520263671875,92.47500610351562,90.99015808105469,92.14520263671875,92.97500610351562,80.5738296508789,95.28465270996094,72.91927337646484,1.2983663082122803,1.0981237888336182,1.3473938703536987,13165.23046875,12702.5498046875,13461.9697265625,114.73983819384617,112.7055890570095,116.02572872670311,-1.5892107486724854,-2.961364984512329,-12.771677017211914,91.64520263671875
9,0.0009950118288582787,74.99713878142528,74.55780029296875,72.42232513427734,75.49713134765625,75.05779266357422,72.92233276367188,57.79164505004883,53.014854431152344,39.58523941040039,1.088817834854126,0.9585556387901306,1.1291908025741577,9851.2431640625,8021.3603515625,8512.1630859375,99.2534289788645,89.56204749536771,92.26138458714729,-0.9374474287033081,-1.5015084743499756,-7.70799446105957,74.55780029296875
10,0.0009938441702975688,65.4886618394118,59.11692428588867,63.573036193847656,65.9886703491211,59.61692428588867,64.07304382324219,54.128013610839844,54.78162384033203,43.48127365112305,0.9487249851226807,0.837010383605957,1.1119718551635742,7154.87646484375,5774.34716796875,6481.462890625,84.58650285266408,75.98912532704104,80.50753312967055,-0.4071519374847412,-0.8007642030715942,-5.630576133728027,59.11692428588867
