epoch,lr,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae,train_medae,valid_medae,test_medae,train_mape,valid_mape,test_mape,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_valid_loss
1,0.0009999383162408303,389.60064697265625,380.97027587890625,396.16473388671875,390.1006164550781,381.4702453613281,396.66473388671875,445.53094482421875,441.3901672363281,386.44952392578125,1.093962550163269,1.6660354137420654,1.0432140827178955,183377.75,178189.21875,168537.125,428.2262836398532,422.124648356383,410.53273316509126,0.014612674713134766,0.020849108695983887,-0.2640035152435303,380.97027587890625
2,0.0009997532801828658,352.1719665527344,366.79071044921875,357.7752685546875,352.6719665527344,367.29071044921875,358.2752380371094,405.801025390625,438.6511535644531,335.81396484375,1.0445195436477661,1.6944953203201294,1.0182006359100342,150202.34375,182544.296875,139861.140625,387.55947124280164,427.25202969090736,373.98013399778335,0.1928820013999939,-0.0030821561813354492,-0.04893779754638672,366.79071044921875
3,0.0009994449374809851,329.1903381347656,393.4239196777344,312.6777038574219,329.6903381347656,393.92388916015625,313.177734375,367.6861572265625,408.28887939453125,281.46099853515625,1.0556066036224365,1.7571125030517578,0.983843207359314,131116.703125,203136.53125,111060.4765625,362.10040475674697,450.7067020247203,333.2573728554254,0.29543936252593994,-0.11623656749725342,0.1670628786087036,366.79071044921875
4,0.0009990133642141358,289.99505615234375,428.17010498046875,260.2997741699219,290.4950866699219,428.67010498046875,260.79974365234375,298.35540771484375,298.348876953125,212.248046875,1.0325299501419067,1.8300222158432007,0.9414516091346741,105452.7734375,264240.75,85110.6875,324.7349279604829,514.0435292852153,291.73736048027854,0.4333455562591553,-0.4520045518875122,0.3616824150085449,366.79071044921875
5,0.000998458666866564,255.76429748535156,440.54998779296875,203.74346923828125,256.2620849609375,441.04998779296875,204.2434539794922,250.42791748046875,272.05645751953125,173.6788330078125,1.0153696537017822,1.864573359489441,0.8934293985366821,89465.0390625,314054.8125,65885.125,299.1070695628908,560.4059354610728,256.6809790381827,0.5192562341690063,-0.7257332801818848,0.5058712959289551,366.79071044921875
6,0.00099778098230154,222.81260681152344,456.940673828125,178.0713653564453,223.3125762939453,457.4406433105469,178.57138061523438,189.42877197265625,353.11029052734375,133.0396728515625,0.9831405878067017,1.9010599851608276,0.8712769746780396,74876.859375,379599.6875,57567.1171875,273.63636340040773,616.1166184254406,239.93148436063993,0.5976463556289673,-1.0859026908874512,0.5682551860809326,366.79071044921875
7,0.0009969804777275899,203.01881408691406,476.0411682128906,181.28750610351562,203.51882934570312,476.54119873046875,181.78749084472656,129.690673828125,383.78741455078125,128.3916015625,0.9914267063140869,1.911352276802063,0.8670855164527893,73824.828125,424025.65625,59133.96484375,271.7072470969444,651.1725241823399,243.1747619383023,0.6032993793487549,-1.3300235271453857,0.5565040111541748,366.79071044921875
8,0.000996057350657239,215.9216766357422,453.8255615234375,184.74172973632812,216.42169189453125,454.32562255859375,185.24171447753906,135.646728515625,358.09991455078125,128.669677734375,0.9889748692512512,1.8404303789138794,0.8593131303787231,76649.0546875,388660.46875,58045.33203125,276.8556567735252,623.426394011354,240.92598870036832,0.5881233811378479,-1.1356916427612305,0.5646686553955078,366.79071044921875
9,0.0009950118288582787,211.3817596435547,404.36932373046875,176.90931701660156,211.88040161132812,404.8692932128906,177.4093017578125,145.87579345703125,305.13092041015625,136.42266845703125,0.9655804634094238,1.7306913137435913,0.8395100235939026,73624.125,331955.65625,54169.1953125,271.33765864693385,576.1559304997215,232.74276640209465,0.6043778657913208,-0.8240983486175537,0.5937390327453613,366.79071044921875
10,0.0009938441702975688,194.74697875976562,373.3258972167969,160.55999755859375,195.2469940185547,373.8258972167969,161.0599822998047,121.7928466796875,259.35992431640625,71.6392822265625,0.9264189004898071,1.625924825668335,0.8097817301750183,65010.76953125,280138.0625,51154.15234375,254.97209559332174,529.2807029355973,226.17283732524115,0.6506621241569519,-0.5393604040145874,0.6163514256477356,366.79071044921875
