epoch,lr,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae,train_medae,valid_medae,test_medae,train_mape,valid_mape,test_mape,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_valid_loss
1,0.0009999383162408303,842.4649987423059,736.7740478515625,674.5210571289062,842.9649658203125,737.2740478515625,675.02099609375,666.4896850585938,643.5098876953125,553.4501342773438,1.7206178903579712,1.7039860486984253,1.901336669921875,1016366.8125,696640.3125,605755.4375,1008.1501934235791,834.6498142933957,778.3029214258418,0.040841877460479736,0.41485607624053955,0.4985220432281494,736.7740478515625
2,0.0009997532801828658,579.8386189778646,416.3857421875,516.3828735351562,580.338623046875,416.8857116699219,516.8829345703125,507.07098388671875,389.4505615234375,526.525390625,1.662973165512085,1.5887529850006104,1.9372141361236572,506191.03125,293352.125,412353.21875,711.4710333175905,541.6199082382404,642.1473497181157,0.522301197052002,0.7535985112190247,0.6586310863494873,416.3857421875
3,0.0009994449374809851,454.26838045987216,359.69097900390625,441.532958984375,454.7671813964844,360.1909484863281,442.032958984375,422.8192138671875,320.3873291015625,424.9661865234375,1.662380337715149,1.4215348958969116,1.801056981086731,320081.125,202197.625,293474.0,565.7571254522562,449.66390226479155,541.7324062671532,0.6979354619979858,0.830163836479187,0.7570459246635437,359.69097900390625
4,0.0009990133642141358,396.13134247750946,311.1315612792969,379.0312805175781,396.6313171386719,311.631591796875,379.5313415527344,341.4949951171875,295.356689453125,338.522216796875,1.407853603363037,1.114346981048584,1.5305036306381226,264656.15625,137910.828125,207074.921875,514.4474280721015,371.3634717160534,455.05485589651715,0.750240683555603,0.8841615915298462,0.8285719156265259,311.1315612792969
5,0.000998458666866564,324.30781897342564,274.87005615234375,318.35113525390625,324.807861328125,275.3700866699219,318.8511657714844,256.20703125,188.2802734375,239.621337890625,1.118350625038147,0.733138918876648,1.1547011137008667,229196.75,157871.765625,167418.875,478.7449738639561,397.33080125381673,409.1685166285402,0.7837041616439819,0.8673954010009766,0.861401379108429,274.87005615234375
6,0.00099778098230154,275.3574965968277,251.07810974121094,257.53277587890625,275.8574523925781,251.578125,258.0328063964844,207.26092529296875,152.497802734375,151.9503173828125,0.9954589009284973,0.7355629801750183,0.9918279647827148,164942.375,127373.0703125,124000.5390625,406.1309825659697,356.8936400561097,352.137102649664,0.8443418145179749,0.8930128216743469,0.8973454833030701,251.07810974121094
7,0.0009969804777275899,239.97533273407907,242.94100952148438,243.4986572265625,240.47329711914062,243.44105529785156,243.99867248535156,185.33602905273438,130.41615295410156,191.57254028320312,0.8953448534011841,0.7108981609344482,0.9953199028968811,130513.515625,146091.546875,94923.625,361.26654373883,382.21923927897717,308.0967786264569,0.8768327832221985,0.8772901892662048,0.9214169383049011,242.94100952148438
8,0.000996057350657239,236.50561689897017,266.4361267089844,249.58226013183594,237.00531005859375,266.9273986816406,250.082275390625,166.69171142578125,136.841064453125,209.930908203125,0.8218420743942261,0.7618650197982788,0.9030271172523499,128950.484375,158629.296875,93374.9765625,359.09676185535284,398.28293570651505,305.5731934618938,0.8783078193664551,0.8667591214179993,0.9226990342140198,242.94100952148438
9,0.0009950118288582787,225.49540479255444,229.33328247070312,239.72752380371094,225.99476623535156,229.8332977294922,240.22328186035156,154.576416015625,155.60470581054688,205.677734375,0.6668941378593445,0.7276942729949951,0.8808356523513794,111669.9375,98306.0703125,92328.890625,334.1705215904,313.5379886273751,303.85669422443203,0.894615650177002,0.917427659034729,0.9235650300979614,229.33328247070312
10,0.0009938441702975688,213.84039482347893,212.33705139160156,232.51223754882812,214.3383331298828,212.83436584472656,233.00958251953125,142.61859130859375,180.1151123046875,211.541015625,0.6374337077140808,0.6850234270095825,0.8648935556411743,105095.453125,82821.3515625,84465.0625,324.184288831214,287.7869899118096,290.6287365351197,0.9008201360702515,0.9304341077804565,0.9300751686096191,212.33705139160156
11,0.000992554663077387,195.75979290586528,186.03167724609375,207.51089477539062,196.2596893310547,186.53167724609375,208.0109100341797,128.00662231445312,144.4251708984375,159.6138916015625,0.5696610808372498,0.6172730326652527,0.776984453201294,90260.5625,64257.31640625,69683.5859375,300.4339569689152,253.49026885908265,263.9764874709488,0.9148199558258057,0.9460269808769226,0.9423120617866516,186.03167724609375
12,0.0009911436253643444,180.71348026160038,191.59678649902344,207.02403259277344,181.21348571777344,192.09681701660156,207.52406311035156,110.953369140625,157.1720733642578,182.472412109375,0.5257189273834229,0.580519437789917,0.7184717059135437,86418.171875,62564.84765625,69905.1640625,293.96967849592926,250.12966168819324,264.3958472867908,0.9184461236000061,0.9474485516548157,0.942128598690033,186.03167724609375
13,0.000989611405310883,173.57968148896188,184.2871551513672,184.43679809570312,174.07936096191406,184.78717041015625,184.9364776611328,114.76467895507812,152.719970703125,143.05908203125,0.48162296414375305,0.511095404624939,0.6173075437545776,83528.421875,56011.14453125,58437.23828125,289.0128403289376,236.66673727258336,241.73795374588988,0.9211731553077698,0.9529533386230469,0.9516224265098572,184.2871551513672
14,0.0009879583809693738,158.43219095865885,151.21014404296875,175.27383422851562,158.93218994140625,151.70950317382812,175.7738494873047,105.8791732788086,104.8702392578125,122.4114990234375,0.448051393032074,0.504292905330658,0.5767783522605896,73742.625,45625.09765625,48832.53125,271.5559334649125,213.60032222880656,220.98083910149313,0.9304081797599792,0.9616771340370178,0.9595737457275391,151.21014404296875
15,0.0009861849601988384,171.5328506007339,178.1100311279297,169.3670654296875,172.031494140625,178.61004638671875,169.86705017089844,123.99053955078125,126.964599609375,118.97898864746094,0.4752587378025055,0.5569114685058594,0.4306199252605438,79164.609375,75400.75,50851.47265625,281.3620610085873,274.59197002097494,225.50271097317213,0.9252913594245911,0.9366670250892639,0.9579023122787476,151.21014404296875
16,0.0009842915805643156,189.12829081217447,196.1239776611328,160.24989318847656,189.62664794921875,196.6216583251953,160.74990844726562,126.8302001953125,80.8043212890625,106.39208984375,0.47894614934921265,0.5759505033493042,0.432962566614151,93295.90625,114544.0859375,47360.95703125,305.44378574461126,338.44362298246955,217.6257269516865,0.9119554758071899,0.9037885665893555,0.9607919454574585,151.21014404296875
17,0.000982278709228899,185.003342553341,199.5705108642578,151.8076629638672,185.50209045410156,200.06288146972656,152.30767822265625,117.04376220703125,109.244873046875,93.968017578125,0.45793548226356506,0.4500867426395416,0.36837002635002136,101448.9765625,110650.375,44606.84375,318.51055957770063,332.64151123995333,211.20332324563455,0.9042613506317139,0.9070590734481812,0.9630720019340515,151.21014404296875
18,0.0009801468428384716,162.32574453642874,179.88182067871094,155.53640747070312,162.8228759765625,180.37669372558594,156.0364227294922,99.35223388671875,112.8643798828125,123.966064453125,0.3822357654571533,0.3986828625202179,0.35335639119148254,85967.2578125,65473.70703125,40130.19921875,293.20173569148596,255.87830512032474,200.32523360463105,0.9188716411590576,0.9450052976608276,0.9667779803276062,151.21014404296875
19,0.000977896507399165,157.07631789698746,166.06565856933594,173.81141662597656,157.57530212402344,166.56565856933594,174.30682373046875,103.1688232421875,141.91796875,128.1357421875,0.3359799087047577,0.33146923780441284,0.35758963227272034,69511.578125,43537.59765625,58394.51953125,263.6504847805139,208.65665016061675,241.64958003532718,0.9344010353088379,0.9634305238723755,0.951657772064209,151.21014404296875
20,0.0009755282581475768,158.0580425378048,158.71273803710938,182.0437774658203,158.55795288085938,159.2122039794922,182.54347229003906,96.1043701171875,91.9671630859375,121.93792724609375,0.3196156919002533,0.30914565920829773,0.2979302704334259,81516.5390625,49864.3125,76639.5859375,285.51101390751984,223.30318515417554,276.8385557278827,0.9230718016624451,0.9581164121627808,0.9365534782409668,151.21014404296875
21,0.0009730426794137727,153.08319572679923,126.35577392578125,133.60751342773438,153.5832061767578,126.84634399414062,134.10752868652344,95.05169677734375,92.2603759765625,86.4815673828125,0.29692572355270386,0.28265389800071716,0.2586778700351715,74905.34375,30930.6640625,36607.87890625,273.6884063127264,175.87115756285905,191.33185544035786,0.9293109178543091,0.9740197658538818,0.9696939587593079,126.35577392578125
22,0.0009704403844771128,133.8218010179924,124.96126556396484,140.92636108398438,134.31907653808594,125.46127319335938,141.42637634277344,91.87188720703125,95.2218017578125,81.20903015136719,0.28123077750205994,0.2989635467529297,0.2850247621536255,54318.25390625,30833.158203125,38421.89453125,233.06276816825547,175.59373053479158,196.0150364927395,0.9487391710281372,0.9741016626358032,0.9681922197341919,124.96126556396484
23,0.0009677220154149337,124.1632915612423,121.59832000732422,126.62244415283203,124.66325378417969,122.0897216796875,127.1224365234375,77.70508575439453,98.38720703125,66.403564453125,0.28170347213745117,0.27820074558258057,0.22376467287540436,57624.8984375,27333.935546875,35104.203125,240.05186614042393,165.32977816133123,187.36115692693616,0.9456186890602112,0.9770408272743225,0.9709388017654419,121.59832000732422
24,0.0009648882429441257,120.95507576682351,129.2693634033203,118.96440887451172,121.45481872558594,129.7693634033203,119.45637512207031,79.67057037353516,93.37274169921875,82.9093017578125,0.2560802698135376,0.31175845861434937,0.2450494021177292,53990.42578125,29920.68359375,31577.048828125,232.35839942048577,172.97596247383623,177.69932140592152,0.9490485787391663,0.9748680591583252,0.9738587737083435,121.59832000732422
