epoch,lr,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae,train_medae,valid_medae,test_medae,train_mape,valid_mape,test_mape,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_valid_loss
1,0.0009999383162408303,241.46724126110337,195.6262664794922,170.36746215820312,241.96725463867188,196.12628173828125,170.86744689941406,241.8822021484375,166.05023193359375,163.0640869140625,1.0517268180847168,1.239886999130249,0.7445417046546936,74600.9765625,53827.9921875,41553.55078125,273.13179339377535,232.00860369283723,203.846880724847,-0.321494460105896,-0.14830052852630615,0.232308030128479,195.6262664794922
2,0.0009997532801828658,138.61678491879815,135.8747100830078,155.8836212158203,139.11679077148438,136.3747100830078,156.38360595703125,120.18472290039062,136.32339477539062,159.12771606445312,0.6796823143959045,0.8303395509719849,0.5805552005767822,30186.298828125,26739.0234375,32821.1640625,173.74204680538617,163.52071256418864,181.16612283343704,0.4652748107910156,0.429582417011261,0.3936368227005005,135.8747100830078
3,0.0009994449374809851,123.45173049299684,105.91022491455078,141.93218994140625,123.95173645019531,106.41007995605469,142.43218994140625,106.29693603515625,93.30517578125,121.5147705078125,0.49144503474235535,0.5342832803726196,0.4561103582382202,23055.630859375,16764.8828125,29937.09375,151.84080762224298,129.4792756100373,173.0233907597467,0.5915886163711548,0.6423585414886475,0.446919322013855,105.91022491455078
4,0.0009990133642141358,98.36163298724449,91.4483642578125,120.25202178955078,98.86021423339844,91.94833374023438,120.75202178955078,83.56314086914062,72.92391967773438,84.896484375,0.36499181389808655,0.43365252017974854,0.3874404728412628,15683.7880859375,13816.6435546875,23278.7109375,125.2349315723752,117.54421957156167,152.57362464561166,0.7221747636795044,0.7052526473999023,0.5699313282966614,91.4483642578125
5,0.000998458666866564,82.81271644487772,83.71597290039062,111.95763397216797,83.31256866455078,84.21597290039062,112.4576416015625,69.45367431640625,59.98345947265625,87.06504821777344,0.3228299915790558,0.41333919763565063,0.3609713315963745,11432.8427734375,12335.134765625,19788.419921875,106.92447228505502,111.06365186515794,140.6713187607019,0.7974766492843628,0.7368572950363159,0.6344136595726013,83.71597290039062
6,0.00099778098230154,74.56545194861008,78.8775405883789,105.33402252197266,75.06449890136719,79.37753295898438,105.83402252197266,57.153289794921875,57.90393829345703,87.27593994140625,0.2934619188308716,0.39912891387939453,0.34296682476997375,9583.205078125,10683.296875,17576.88671875,97.89384596656217,103.36003519252498,132.5778515391994,0.8302415013313293,0.7720956206321716,0.6752711534500122,78.8775405883789
7,0.0009969804777275899,64.45276986736141,66.67496490478516,96.54371643066406,64.95011138916016,67.16768646240234,97.04371643066406,49.907135009765625,46.762794494628906,75.0211181640625,0.24441760778427124,0.3440011739730835,0.30514460802078247,7461.85693359375,8589.1806640625,15227.6962890625,86.38204057322187,92.67783264655309,123.40055222349088,0.8678193688392639,0.8167689442634583,0.7186719179153442,66.67496490478516
8,0.000996057350657239,56.511337750578576,66.99598693847656,90.24492645263672,57.0100212097168,67.4959945678711,90.74492645263672,40.221954345703125,44.31044006347656,79.98490905761719,0.22209493815898895,0.34369325637817383,0.28931859135627747,5823.35009765625,8348.1494140625,13381.4970703125,76.31087797723369,91.36820789564881,115.67842093628569,0.896844208240509,0.8219107985496521,0.752780020236969,66.67496490478516
9,0.0009950118288582787,47.591938384591714,66.71852111816406,86.57825469970703,48.08833694458008,67.21234893798828,87.07826232910156,32.509185791015625,50.731170654296875,70.68890380859375,0.19727838039398193,0.35204195976257324,0.2845452129840851,4678.4765625,8118.89306640625,12367.0234375,68.39939007403501,90.10490034624227,111.20711954501834,0.9171246886253357,0.8268014788627625,0.7715221643447876,66.67496490478516
10,0.0009938441702975688,47.63441864431721,64.64764404296875,81.17627716064453,48.13279724121094,65.14083862304688,81.67628479003906,33.699951171875,46.70391845703125,68.12590026855469,0.19181451201438904,0.34359487891197205,0.2650730311870575,4599.76513671875,7614.15283203125,11635.8857421875,67.82156837407072,87.25911317467792,107.86976287258399,0.9185189604759216,0.837568998336792,0.7850297689437866,64.64764404296875
11,0.000992554663077387,42.267961998508405,60.33509826660156,78.05486297607422,42.76210021972656,60.82943344116211,78.55486297607422,31.345916748046875,43.762451171875,54.360809326171875,0.17229793965816498,0.2929372191429138,0.2627013325691223,3790.023193359375,6604.921875,11099.3818359375,61.56316425720315,81.2706704475852,105.35360381086876,0.9328628778457642,0.8590986728668213,0.7949415445327759,60.33509826660156
12,0.0009911436253643444,40.9438292098372,59.63047409057617,77.41796112060547,41.44240951538086,60.13047409057617,77.91796112060547,30.227828979492188,54.91082763671875,63.79931640625,0.1561545729637146,0.28539925813674927,0.2666116952896118,3345.990478515625,6064.74560546875,10742.59765625,57.84453715361222,77.87647658612163,103.64650334791811,0.9407285451889038,0.8706221580505371,0.8015331029891968,59.63047409057617
13,0.000989611405310883,38.73143068078446,58.60871124267578,76.66918182373047,39.22796630859375,59.10871124267578,77.1678695678711,28.377792358398438,47.575592041015625,57.810821533203125,0.15474757552146912,0.30509334802627563,0.25266748666763306,3167.077880859375,5875.33251953125,10506.208984375,56.276797002489175,76.65071767133854,102.49979992358521,0.9438978433609009,0.8746628761291504,0.8059002757072449,58.60871124267578
14,0.0009879583809693738,36.34800409290889,63.50675582885742,77.12503051757812,36.84360885620117,64.00675201416016,77.62503051757812,26.21630859375,51.1806640625,56.0269775390625,0.13598722219467163,0.34824103116989136,0.23507997393608093,3072.77978515625,6554.00048828125,10771.25390625,55.43265991413591,80.95678160772728,103.78465159285355,0.9455682635307312,0.8601849675178528,0.801003634929657,58.60871124267578
15,0.0009861849601988384,33.732436402203284,64.52996826171875,77.70062255859375,34.22952651977539,65.02821350097656,78.19697570800781,23.8787841796875,46.959197998046875,63.87873840332031,0.12890872359275818,0.33004963397979736,0.26136842370033264,2511.357177734375,6440.646484375,10400.662109375,50.113443084010655,80.25363844944975,101.98363647848119,0.9555134177207947,0.8626031279563904,0.8078502416610718,58.60871124267578
16,0.0009842915805643156,31.673343423294696,61.53850173950195,75.70375061035156,32.17226028442383,62.03850555419922,76.20375061035156,24.404815673828125,54.35243225097656,61.25494384765625,0.11502532660961151,0.2939069867134094,0.24912023544311523,2094.524658203125,5669.71435546875,9649.23046875,45.76597708126775,75.29750563908974,98.23049663291945,0.9628972411155701,0.8790492415428162,0.821732759475708,58.60871124267578
17,0.000982278709228899,33.31895321362639,57.06449508666992,70.92304992675781,33.817630767822266,57.56448745727539,71.42304229736328,23.744659423828125,45.26044845581055,50.80805969238281,0.11645010113716125,0.26620885729789734,0.2390172779560089,2290.257080078125,5455.48046875,9071.326171875,47.856630471420836,73.86122439243746,95.24350986747076,0.9594299793243408,0.8836194276809692,0.8324093818664551,57.06449508666992
18,0.0009801468428384716,29.859590216858745,56.74949264526367,67.1785888671875,30.35723876953125,57.24949264526367,67.67852020263672,24.570335388183594,48.133270263671875,42.92353820800781,0.10741490870714188,0.260379433631897,0.22957341372966766,1661.968994140625,5619.8515625,8691.04296875,40.7672539440741,74.96566922598637,93.22576343881556,0.9705595970153809,0.8801129460334778,0.8394350409507751,56.74949264526367
19,0.000977896507399165,29.039791655867067,56.32731628417969,66.99659729003906,29.537260055541992,56.8173828125,67.49654388427734,22.471054077148438,43.0018310546875,50.739471435546875,0.12157236039638519,0.2461714744567871,0.2350376397371292,1767.318359375,5799.57568359375,8501.130859375,42.03948571729916,76.15494523400139,92.20157731500585,0.9686934351921082,0.8762789368629456,0.8429436087608337,56.32731628417969
20,0.0009755282581475768,26.869684559025178,49.97542190551758,64.51335906982422,27.363525390625,50.47395324707031,65.00178527832031,19.44091796875,37.07782745361328,42.229454040527344,0.10208398848772049,0.20769427716732025,0.20377780497074127,1459.67138671875,4935.484375,8419.1240234375,38.205646005777076,70.25300260487091,91.75578468651173,0.9741431474685669,0.8947123885154724,0.8444586992263794,49.97542190551758
21,0.0009730426794137727,27.192318485207753,50.08206558227539,67.12580108642578,27.685131072998047,50.58206558227539,67.62580108642578,18.531723022460938,36.71177673339844,47.402740478515625,0.10307241231203079,0.20486503839492798,0.21372869610786438,1565.5306396484375,4989.0888671875,8278.0146484375,39.566787077654375,70.63348262111603,90.98359549082186,0.9722679257392883,0.8935688734054565,0.8470656275749207,49.97542190551758
22,0.0009704403844771128,25.834507824623422,48.996036529541016,68.36949920654297,26.33216667175293,49.496036529541016,68.86949920654297,19.75701904296875,36.82725524902344,44.344970703125,0.09635882824659348,0.20889748632907867,0.21683983504772186,1338.890380859375,4795.56396484375,8280.287109375,36.59085105404594,69.25001057648836,90.99608293423954,0.9762826561927795,0.8976973295211792,0.8470236659049988,48.996036529541016
23,0.0009677220154149337,23.872322578952737,53.94571304321289,67.6735610961914,24.366880416870117,54.44570541381836,68.17355346679688,16.008132934570312,37.751617431640625,46.490142822265625,0.08478029072284698,0.24974142014980316,0.2337529957294464,1146.9285888671875,5255.033203125,8369.029296875,33.866334151590536,72.49160781169776,91.48239883647018,0.9796831011772156,0.8878955841064453,0.8453841805458069,48.996036529541016
24,0.0009648882429441257,24.708606380305877,56.857662200927734,67.90233612060547,25.201702117919922,57.357666015625,68.40233612060547,20.00225830078125,44.25035095214844,51.23460388183594,0.09648999571800232,0.28161799907684326,0.23303259909152985,1146.1607666015625,5599.86865234375,8441.5087890625,33.854996183747566,74.83227012688944,91.87768384685424,0.9796966910362244,0.8805392384529114,0.8440451622009277,48.996036529541016
25,0.0009619397662556434,22.478751038851804,52.18846893310547,67.14689636230469,22.974889755249023,52.68083190917969,67.63517761230469,16.4913330078125,33.202842712402344,50.08861541748047,0.08025552332401276,0.2390865534543991,0.22709348797798157,994.8114013671875,5046.5283203125,8320.72265625,31.540630960194623,71.03892116517888,91.21799524353733,0.9823777675628662,0.8923435211181641,0.8462766408920288,48.996036529541016
26,0.0009588773128419905,21.163951272833838,49.85896682739258,68.47964477539062,21.659696578979492,50.351200103759766,68.97964477539062,16.948020935058594,36.23747253417969,50.933937072753906,0.07063676416873932,0.21090146899223328,0.22541986405849457,820.5726318359375,4698.53662109375,8139.9775390625,28.64563896714363,68.54587238553282,90.22182407301739,0.9854642152786255,0.8997671604156494,0.8496158719062805,48.996036529541016
27,0.0009557016383177226,25.244198315764127,48.14522171020508,66.37113189697266,25.735197067260742,48.64512634277344,66.86007690429688,19.443405151367188,33.6300048828125,49.96331787109375,0.09418827295303345,0.19908438622951508,0.21271637082099915,1318.7318115234375,4545.19287109375,7811.59912109375,36.314347185698345,67.41804558939505,88.38325136072869,0.9766397476196289,0.9030384421348572,0.8556825518608093,48.14522171020508
28,0.0009524135262330098,22.840093873951535,50.84590148925781,65.53300476074219,23.33857536315918,51.33803176879883,66.03300476074219,18.77832794189453,34.60121154785156,49.32667541503906,0.08289267867803574,0.22594308853149414,0.227067768573761,945.2476196289062,5232.52978515625,7785.3447265625,30.744879567643558,72.33622733565976,88.23460050661815,0.9832557439804077,0.8883755803108215,0.8561676144599915,48.14522171020508
29,0.0009490137878803078,21.45576573724616,52.02793502807617,63.94231414794922,21.948871612548828,52.527828216552734,64.43450927734375,18.939666748046875,31.377731323242188,46.32579040527344,0.0775051862001419,0.22439053654670715,0.22292515635490417,852.534912109375,5431.828125,7500.37255859375,29.198200494369082,73.70093707002646,86.60469131977638,0.984898030757904,0.8841240406036377,0.8614324331283569,48.14522171020508
30,0.0009455032620941839,21.802261901228395,51.379878997802734,62.51093292236328,22.300743103027344,51.87983703613281,63.00920104980469,17.351295471191406,34.0762939453125,48.17620086669922,0.0750310868024826,0.22130610048770905,0.21125051379203796,949.8656616210938,5319.84765625,7518.6787109375,30.81989068152406,72.93728577517811,86.71031490507632,0.9831739068031311,0.8865128755569458,0.8610941767692566,48.14522171020508
