epoch,lr,train_loss,valid_loss,test_loss,train_mae,valid_mae,test_mae,train_medae,valid_medae,test_medae,train_mape,valid_mape,test_mape,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_valid_loss
1,0.0009999383162408303,504.9648792163746,415.7735900878906,392.79827880859375,505.46484375,416.2735595703125,393.29827880859375,493.88116455078125,429.6676940917969,382.342529296875,8.35619831085205,7.896536827087402,6.94929313659668,265903.09375,179676.78125,158237.265625,515.6579231913342,423.88298060903554,397.7904795555067,-31.32666015625,-22.976173400878906,-20.253320693969727,415.7735900878906
2,0.0009997532801828658,403.6807300464527,334.20745849609375,328.30560302734375,404.1807556152344,334.7074890136719,328.80560302734375,416.35498046875,355.3410339355469,326.21588134765625,6.973390102386475,6.6402668952941895,5.909159183502197,169671.84375,120387.09375,111766.8203125,411.9124224273893,346.96843336246025,334.3154503047982,-19.62752914428711,-15.064523696899414,-14.011735916137695,334.20745849609375
3,0.0009994449374809851,333.6204545304582,255.09527587890625,253.49354553222656,334.1204528808594,255.59527587890625,253.99354553222656,341.7994689941406,250.05328369140625,274.8405456542969,5.8127827644348145,5.097451210021973,4.585383892059326,119894.6328125,69636.2421875,68919.609375,346.25804367913247,263.88679805458247,262.5254451953182,-13.575960159301758,-8.2923002243042,-8.256799697875977,255.09527587890625
4,0.0009990133642141358,240.6387094033731,146.63943481445312,163.1204071044922,241.13870239257812,147.13943481445312,163.6204071044922,245.5298309326172,158.62228393554688,146.43032836914062,4.1849684715271,2.857438802719116,2.669487476348877,65128.72265625,27641.8046875,31456.34765625,255.2032967190079,166.25824697590193,177.35937431173465,-6.917900562286377,-2.6885385513305664,-3.2249960899353027,146.63943481445312
5,0.000998458666866564,150.65621020342851,109.0584716796875,143.2532196044922,151.15530395507812,109.55847930908203,143.75320434570312,149.05943298339844,113.25999450683594,142.98936462402344,2.331589937210083,1.9032914638519287,1.9933853149414062,31504.15625,15801.30859375,31605.861328125,177.49410201468666,125.70325609844002,177.78037385528526,-2.830057144165039,-1.1085357666015625,-3.245077610015869,109.0584716796875
6,0.00099778098230154,134.1511053136877,92.84815216064453,97.0204849243164,134.65005493164062,93.34814453125,97.5204849243164,128.23504638671875,92.79339599609375,97.2323989868164,2.1418328285217285,1.6848589181900024,1.5566967725753784,26984.787109375,11566.2314453125,15157.90625,164.27046937710685,107.54641530665957,123.11744900703556,-2.2806236743927,-0.5434046983718872,-1.0359036922454834,92.84815216064453
7,0.0009969804777275899,96.4430927585911,70.70863342285156,82.92501831054688,96.9430923461914,71.2086410522461,83.42501831054688,85.21339416503906,63.64375305175781,80.87852478027344,1.6821321249008179,1.4093166589736938,1.4060720205307007,14971.4306640625,7624.671875,9412.0732421875,122.35779772479766,87.31936712436709,97.01584016122058,-0.8201229572296143,-0.01744067668914795,-0.2641637325286865,70.70863342285156
8,0.000996057350657239,81.76361620103991,69.5588150024414,77.70146942138672,82.2623062133789,70.0588150024414,78.20146179199219,75.22537231445312,57.13166427612305,87.38758850097656,1.397534728050232,1.452365517616272,1.4236055612564087,10798.1005859375,7316.5078125,7838.4921875,103.91390949212477,85.5365875663742,88.53525957210495,-0.31275832653045654,0.023680925369262695,-0.052811384201049805,69.5588150024414
9,0.0009950118288582787,75.79506518389728,74.76421356201172,62.3555793762207,76.29370880126953,75.26420593261719,62.85557556152344,63.115360260009766,62.47029113769531,60.546775817871094,1.365496039390564,1.4724457263946533,1.157286524772644,9445.109375,8530.05859375,5270.111328125,97.18595256002793,92.35831632154193,72.59553242538414,-0.1482710838317871,-0.13825595378875732,0.29215556383132935,69.5588150024414
10,0.0009938441702975688,61.233389570906354,90.01985931396484,66.8011703491211,61.730674743652344,90.51985168457031,67.3011703491211,42.70868682861328,67.74105834960938,56.54554748535156,1.0510714054107666,1.644140362739563,1.1427686214447021,7578.20947265625,13903.78125,6562.32958984375,87.05291191371056,117.91429620703335,81.00820692895103,0.07869374752044678,-0.8553286790847778,0.11859387159347534,69.5588150024414
